McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
42,0,5,102,764,982,505,1810,124,42.0,0.0,764.0,0.0,1466.0,5.0,13.0,0
2,0,1,19,110,162,507,1811,125,2.0,0.0,110.0,0.0,1466.0,2.0,2.0,0
11,0,1,4,80,124,508,1812,125,11.0,0.0,80.0,0.0,4735.0,1.0,1.0,0
4,0,1,32,186,250,509,1813,125,4.0,0.0,186.0,0.0,4735.0,1.0,1.0,0
14,0,1,47,284,378,510,1814,126,14.0,0.0,284.0,0.0,479.0,4.0,6.0,0
2,0,1,3,31,66,511,1815,126,2.0,0.0,31.0,0.0,4735.0,1.0,1.0,0
16,0,1,52,336,442,512,1816,126,16.0,0.0,336.0,1.0,479.0,4.0,8.0,0
10,0,1,3,88,134,513,1817,126,10.0,0.0,88.0,0.0,244.0,1.0,1.0,0
1,0,3,11,83,135,515,1818,127,1.0,0.0,83.0,0.0,762.0,3.0,3.0,0
7,0,9,26,212,326,516,1819,127,7.0,0.0,212.0,0.0,474.0,2.0,3.0,0
4,0,1,3,35,67,517,1820,128,4.0,0.0,35.0,0.0,4735.0,1.0,1.0,0
16,0,1,10,310,400,518,1821,129,16.0,0.0,310.0,0.0,4735.0,5.0,27.0,1
22,0,1,1,94,146,519,1822,129,22.0,0.0,94.0,0.0,319.0,3.0,3.0,0
26,0,2,10,124,170,521,1823,131,26.0,0.0,124.0,1.0,4735.0,6.0,18.0,0
11,0,4,5,71,124,522,1824,132,11.0,0.0,71.0,2.0,319.0,3.0,4.0,0
5,0,2,107,582,723,523,1825,133,5.0,0.0,582.0,0.0,36.0,7.0,13.0,1
1,0,1,3,18,47,524,1826,133,1.0,0.0,18.0,0.0,319.0,2.0,3.0,0
1,0,1,0,8,33,525,1827,133,1.0,0.0,8.0,0.0,1466.0,2.0,2.0,0
117,0,1,10,735,881,526,1828,133,117.0,0.0,735.0,5.0,762.0,5.0,30.0,1
40,0,0,0,313,404,527,1829,133,40.0,0.0,313.0,1.0,1466.0,3.0,16.0,1
1,0,10,2,53,123,535,1830,135,1.0,0.0,53.0,0.0,4735.0,1.0,2.0,0
2,0,1,3,35,67,536,1831,135,2.0,0.0,35.0,0.0,4735.0,1.0,1.0,0
1,0,14,0,21,106,537,1832,135,1.0,0.0,21.0,0.0,4735.0,1.0,3.0,0
89,0,1,8,431,548,538,1833,135,89.0,0.0,431.0,9.0,811.0,9.0,21.0,1
2,0,1,3,36,69,539,1834,135,2.0,0.0,36.0,0.0,4735.0,1.0,1.0,0
83,0,3,13,394,520,540,1835,135,83.0,0.0,394.0,1.0,811.0,3.0,11.0,1
2,0,1,3,35,67,541,1836,135,2.0,0.0,35.0,0.0,4735.0,1.0,1.0,0
1,0,2,1,29,68,545,1837,139,1.0,0.0,29.0,0.0,319.0,1.0,1.0,0
39,0,13,1,317,504,546,1838,139,39.0,0.0,317.0,0.0,319.0,2.0,3.0,1
1,0,9,0,17,113,547,1839,139,1.0,0.0,17.0,0.0,319.0,1.0,2.0,0
2,0,2,2,15,48,548,1840,139,2.0,0.0,15.0,0.0,319.0,1.0,1.0,0
1,0,1,2,11,39,549,1841,139,1.0,0.0,11.0,0.0,319.0,1.0,1.0,0
2,0,3,0,39,93,550,1842,139,2.0,0.0,39.0,0.0,319.0,1.0,1.0,0
10,0,1,7,36,72,551,1843,139,10.0,0.0,36.0,0.0,319.0,1.0,1.0,0
1,0,1,1,12,40,552,1844,139,1.0,0.0,12.0,0.0,319.0,1.0,1.0,0
1,0,1,3,16,47,553,1845,139,1.0,0.0,16.0,0.0,319.0,1.0,1.0,0
1,0,3,0,12,50,554,1846,139,1.0,0.0,12.0,0.0,319.0,1.0,1.0,0
49,0,7,4,398,629,555,1847,140,49.0,0.0,398.0,0.0,319.0,1.0,4.0,1
23,0,32,0,267,506,556,1848,140,23.0,0.0,267.0,0.0,319.0,1.0,1.0,0
2,0,2,0,57,118,566,1849,142,2.0,0.0,57.0,0.0,319.0,1.0,2.0,1
1,0,1,1,15,47,567,1850,142,1.0,0.0,15.0,0.0,319.0,1.0,1.0,0
4,0,2,1,59,110,568,1851,143,4.0,0.0,59.0,0.0,319.0,1.0,3.0,1
1,0,1,1,15,47,569,1852,143,1.0,0.0,15.0,0.0,319.0,1.0,1.0,0
3,0,1,8,48,81,570,1853,144,3.0,0.0,48.0,0.0,244.0,2.0,2.0,0
2,0,1,3,25,53,571,1854,144,2.0,0.0,25.0,0.0,1466.0,1.0,1.0,0
2,0,1,2,31,65,572,1855,144,2.0,0.0,31.0,0.0,230.0,3.0,4.0,0
1,0,0,8,34,64,573,1856,144,1.0,0.0,34.0,0.0,319.0,1.0,1.0,0
1,0,1,2,10,36,574,1857,144,1.0,0.0,10.0,0.0,811.0,1.0,1.0,0
24,0,5,2,172,239,575,1858,144,24.0,0.0,172.0,0.0,9.0,2.0,3.0,1
1,0,3,1,12,49,576,1859,144,1.0,0.0,12.0,0.0,4735.0,1.0,1.0,0
1,0,2,0,4,33,577,1860,144,1.0,0.0,4.0,0.0,4735.0,1.0,1.0,0
9,0,5,21,107,172,578,1861,144,9.0,0.0,107.0,0.0,474.0,5.0,9.0,0
1,0,5,10,20,72,579,1862,144,1.0,0.0,20.0,0.0,244.0,2.0,2.0,0
1,0,0,4,64,493,580,1863,144,1.0,0.0,64.0,0.0,1466.0,1.0,1.0,0
1,0,1,2,16,43,581,1864,144,1.0,0.0,16.0,0.0,4735.0,2.0,4.0,0
7,0,1,15,70,116,582,1865,144,7.0,0.0,70.0,0.0,4735.0,2.0,2.0,0
8,0,1,14,103,149,583,1866,144,8.0,0.0,103.0,0.0,1466.0,4.0,7.0,0
2,0,1,1,185,231,584,1867,145,2.0,0.0,185.0,0.0,762.0,9.0,47.0,0
6,0,1,2,72,110,585,1868,146,6.0,0.0,72.0,0.0,479.0,6.0,14.0,0
4,0,1,2,59,89,586,1869,147,4.0,0.0,59.0,0.0,811.0,3.0,6.0,0
8,0,1,2,88,131,587,1870,148,8.0,0.0,88.0,0.0,244.0,7.0,15.0,0
4,0,1,2,56,89,588,1871,149,4.0,0.0,56.0,0.0,811.0,2.0,4.0,0
4,0,1,2,59,92,589,1872,150,4.0,0.0,59.0,0.0,811.0,2.0,4.0,0
19,0,1,2,99,139,590,1873,151,19.0,0.0,99.0,1.0,244.0,5.0,15.0,0
1,0,1,2,25,53,591,1874,152,1.0,0.0,25.0,0.0,319.0,1.0,1.0,0
4,0,1,2,56,87,592,1875,153,4.0,0.0,56.0,0.0,474.0,2.0,2.0,0
1,0,1,2,27,56,594,1876,154,1.0,0.0,27.0,0.0,474.0,2.0,2.0,0
6,0,1,2,59,90,595,1877,155,6.0,0.0,59.0,0.0,474.0,4.0,7.0,0
3,0,1,2,54,86,596,1878,156,3.0,0.0,54.0,0.0,474.0,6.0,7.0,0
6,0,1,2,60,91,597,1879,156,6.0,0.0,60.0,0.0,319.0,6.0,9.0,0
3,0,1,2,61,92,598,1880,157,3.0,0.0,61.0,0.0,230.0,5.0,5.0,0
3,0,1,2,52,83,599,1881,158,3.0,0.0,52.0,0.0,319.0,1.0,1.0,0
1,0,1,2,27,56,600,1882,159,1.0,0.0,27.0,0.0,319.0,1.0,1.0,0
5,0,1,2,54,85,601,1883,160,5.0,0.0,54.0,0.0,319.0,1.0,1.0,0
3,0,1,2,50,80,602,1884,161,3.0,0.0,50.0,0.0,319.0,1.0,1.0,0
8,0,1,2,78,114,603,1885,162,8.0,0.0,78.0,0.0,244.0,4.0,11.0,1
3,0,1,2,46,76,604,1886,163,3.0,0.0,46.0,0.0,479.0,1.0,1.0,0
4,0,1,2,49,78,605,1887,164,4.0,0.0,49.0,0.0,474.0,4.0,5.0,0
29,0,1,2,113,149,606,1888,165,29.0,0.0,113.0,1.0,474.0,4.0,8.0,0
1,0,1,3,18,47,607,1889,166,1.0,0.0,18.0,0.0,31.0,2.0,2.0,0
1,0,1,2,27,54,608,1890,166,1.0,0.0,27.0,0.0,31.0,6.0,7.0,0
12,0,1,2,98,135,609,1891,167,12.0,0.0,98.0,0.0,474.0,5.0,9.0,0
7,0,1,2,78,112,610,1892,167,7.0,0.0,78.0,0.0,474.0,5.0,6.0,0
4,0,1,2,54,84,611,1893,168,4.0,0.0,54.0,0.0,474.0,3.0,6.0,0
24,0,1,2,105,138,612,1894,169,24.0,0.0,105.0,0.0,31.0,6.0,7.0,0
7,0,1,2,69,99,613,1895,170,7.0,0.0,69.0,1.0,1466.0,3.0,9.0,0
13,0,1,2,95,130,614,1896,171,13.0,0.0,95.0,0.0,230.0,5.0,14.0,0
1,0,1,2,26,53,615,1897,172,1.0,0.0,26.0,0.0,762.0,4.0,8.0,0
4,0,1,2,37,67,616,1898,173,4.0,0.0,37.0,0.0,474.0,4.0,8.0,0
1,0,1,2,26,53,617,1899,174,1.0,0.0,26.0,0.0,762.0,4.0,7.0,0
4,0,1,2,54,85,618,1900,175,4.0,0.0,54.0,0.0,474.0,4.0,6.0,0
4,0,1,2,52,80,619,1901,176,4.0,0.0,52.0,0.0,474.0,4.0,7.0,0
4,0,1,2,63,97,620,1902,177,4.0,0.0,63.0,0.0,230.0,5.0,10.0,0
3,0,1,2,53,85,621,1903,178,3.0,0.0,53.0,0.0,230.0,5.0,8.0,0
1,0,1,2,32,62,622,1904,179,1.0,0.0,32.0,0.0,31.0,6.0,8.0,0
14,0,1,2,90,131,623,1905,180,14.0,0.0,90.0,0.0,244.0,5.0,7.0,1
11,0,1,2,94,129,624,1906,180,11.0,0.0,94.0,2.0,474.0,9.0,17.0,0
1,0,1,2,46,79,625,1907,181,1.0,0.0,46.0,0.0,31.0,6.0,9.0,0
1,0,1,2,26,53,626,1908,182,1.0,0.0,26.0,0.0,762.0,4.0,7.0,0
6,0,1,2,76,111,627,1909,183,6.0,0.0,76.0,0.0,230.0,5.0,10.0,0
4,0,1,2,62,96,628,1910,184,4.0,0.0,62.0,0.0,230.0,5.0,10.0,0
4,0,1,2,59,89,629,1911,185,4.0,0.0,59.0,0.0,230.0,5.0,9.0,0
5,0,0,3,71,104,630,1912,186,5.0,0.0,71.0,1.0,474.0,8.0,14.0,0
10,0,1,2,61,93,631,1913,186,10.0,0.0,61.0,1.0,4735.0,5.0,11.0,0
13,0,1,2,92,128,632,1914,187,13.0,0.0,92.0,1.0,230.0,7.0,21.0,1
4,0,1,2,65,98,633,1915,188,4.0,0.0,65.0,0.0,230.0,5.0,9.0,0
1,0,1,2,21,47,634,1916,189,1.0,0.0,21.0,0.0,1466.0,4.0,6.0,0
6,0,1,2,63,100,635,1917,190,6.0,0.0,63.0,2.0,474.0,7.0,11.0,0
4,0,1,2,47,77,636,1918,191,4.0,0.0,47.0,0.0,474.0,2.0,3.0,0
3,0,1,2,45,75,637,1919,192,3.0,0.0,45.0,0.0,1466.0,5.0,11.0,0
16,0,1,2,115,149,638,1920,193,16.0,0.0,115.0,0.0,762.0,6.0,14.0,0
1,0,1,2,29,55,639,1921,194,1.0,0.0,29.0,0.0,31.0,7.0,11.0,0
7,0,1,2,74,107,640,1922,195,7.0,0.0,74.0,0.0,474.0,7.0,12.0,0
1,0,1,2,42,71,641,1923,196,1.0,0.0,42.0,0.0,31.0,7.0,12.0,0
16,0,1,2,145,189,642,1924,197,16.0,0.0,145.0,0.0,230.0,6.0,12.0,0
5,0,1,2,35,66,643,1925,198,5.0,0.0,35.0,0.0,91.0,3.0,5.0,0
9,0,1,1,88,125,644,1926,198,9.0,0.0,88.0,1.0,91.0,3.0,5.0,0
17,0,0,3,142,189,645,1927,198,17.0,0.0,142.0,4.0,91.0,4.0,12.0,1
5,0,0,3,41,68,646,1928,198,5.0,0.0,41.0,0.0,4735.0,2.0,2.0,0
5,0,0,2,89,123,647,1929,198,5.0,0.0,89.0,2.0,91.0,7.0,12.0,0
3,0,0,3,89,122,648,1930,198,3.0,0.0,89.0,2.0,91.0,4.0,9.0,0
107,0,0,3,314,449,649,1931,198,107.0,0.0,314.0,3.0,91.0,3.0,15.0,0
4,0,0,3,83,116,650,1932,198,4.0,0.0,83.0,1.0,91.0,3.0,10.0,0
72,0,0,3,240,308,651,1933,198,72.0,0.0,240.0,2.0,91.0,3.0,26.0,1
4,0,0,3,72,103,652,1934,198,4.0,0.0,72.0,1.0,91.0,3.0,7.0,0
13,0,2,1,127,182,653,1935,198,13.0,0.0,127.0,1.0,91.0,5.0,9.0,1
57,0,0,3,216,280,654,1936,198,57.0,0.0,216.0,2.0,91.0,3.0,17.0,0
26,0,0,3,253,303,655,1937,198,26.0,0.0,253.0,0.0,762.0,1.0,1.0,1
9,0,1,2,94,128,656,1938,199,9.0,0.0,94.0,1.0,762.0,6.0,15.0,0
6,0,1,2,83,118,657,1939,200,6.0,0.0,83.0,1.0,230.0,5.0,6.0,0
11,0,1,2,102,135,658,1940,201,11.0,0.0,102.0,0.0,230.0,6.0,13.0,0
16,0,1,2,136,175,659,1941,202,16.0,0.0,136.0,0.0,474.0,6.0,9.0,0
6,0,1,2,70,105,660,1942,203,6.0,0.0,70.0,0.0,474.0,7.0,8.0,1
7,0,1,2,69,103,661,1943,203,7.0,0.0,69.0,0.0,474.0,3.0,4.0,0
4,0,1,2,55,87,662,1944,203,4.0,0.0,55.0,2.0,474.0,4.0,7.0,0
6,0,0,3,77,110,663,1945,203,6.0,0.0,77.0,2.0,811.0,5.0,9.0,1
11,0,1,2,115,148,664,1946,204,11.0,0.0,115.0,0.0,230.0,6.0,8.0,0
8,0,1,2,83,121,665,1947,205,8.0,0.0,83.0,1.0,244.0,6.0,13.0,0
8,0,1,2,93,129,666,1948,206,8.0,0.0,93.0,1.0,34.0,5.0,6.0,0
5,0,1,2,68,104,667,1949,207,5.0,0.0,68.0,2.0,811.0,3.0,8.0,0
5,0,1,2,124,177,668,1950,207,5.0,0.0,124.0,2.0,811.0,5.0,19.0,0
4,0,1,3,57,89,669,1951,208,4.0,0.0,57.0,0.0,230.0,2.0,2.0,1
5,0,1,2,73,108,670,1952,208,5.0,0.0,73.0,3.0,811.0,4.0,15.0,0
51,0,1,4,261,309,671,1953,208,51.0,0.0,261.0,1.0,474.0,7.0,16.0,1
9,0,1,2,80,113,672,1954,208,9.0,0.0,80.0,1.0,811.0,3.0,5.0,1
9,0,1,2,90,122,673,1955,209,9.0,0.0,90.0,0.0,762.0,5.0,6.0,0
14,0,2,3,88,126,674,1956,210,14.0,0.0,88.0,1.0,811.0,4.0,7.0,0
65,0,1,5,240,292,675,1957,210,65.0,0.0,240.0,0.0,91.0,3.0,12.0,0
9,0,2,4,44,85,676,1958,210,9.0,0.0,44.0,2.0,31.0,4.0,16.0,0
5,0,0,3,68,97,677,1959,211,5.0,0.0,68.0,3.0,811.0,3.0,6.0,0
12,0,1,4,105,143,678,1960,211,12.0,0.0,105.0,0.0,246.0,2.0,3.0,0
18,0,1,2,140,176,679,1961,212,18.0,0.0,140.0,1.0,230.0,9.0,19.0,0
1,0,3,0,5,42,681,1962,214,1.0,0.0,5.0,0.0,474.0,1.0,1.0,0
6,0,1,2,59,94,682,1963,214,6.0,0.0,59.0,0.0,1466.0,1.0,1.0,0
22,0,1,3,234,315,683,1964,214,22.0,0.0,234.0,1.0,474.0,4.0,7.0,0
5,0,1,5,82,133,685,1965,216,5.0,0.0,82.0,1.0,1466.0,2.0,3.0,0
13,0,2,4,116,172,686,1966,216,13.0,0.0,116.0,1.0,474.0,1.0,1.0,0
7,0,1,2,25,56,687,1967,216,7.0,0.0,25.0,0.0,3.0,1.0,1.0,0
3,0,2,4,49,88,688,1968,217,3.0,0.0,49.0,0.0,1466.0,1.0,1.0,0
32,0,1,2,193,257,689,1969,217,32.0,0.0,193.0,1.0,474.0,5.0,6.0,0
1,0,1,8,73,150,690,1970,218,1.0,0.0,73.0,0.0,246.0,3.0,5.0,0
1,0,3,1,6,40,691,1971,218,1.0,0.0,6.0,0.0,4735.0,1.0,1.0,0
1,0,2,0,5,37,692,1972,218,1.0,0.0,5.0,0.0,18.0,2.0,2.0,1
23,0,1,19,218,287,693,1973,218,23.0,0.0,218.0,0.0,319.0,3.0,9.0,0
1,0,1,12,38,77,694,1974,218,1.0,0.0,38.0,0.0,1466.0,5.0,6.0,1
6,0,1,27,153,215,698,1975,220,6.0,0.0,153.0,1.0,89.0,4.0,5.0,0
1,0,32,0,41,196,699,1976,221,1.0,0.0,41.0,0.0,762.0,2.0,5.0,1
1,0,8,0,12,68,700,1977,221,1.0,0.0,12.0,0.0,762.0,2.0,2.0,0
1,0,1,1,46,75,701,1978,221,1.0,0.0,46.0,0.0,230.0,7.0,10.0,0
89,0,1,13,733,851,702,1979,221,89.0,0.0,733.0,4.0,762.0,8.0,33.0,1
16,0,1,16,103,151,703,1980,221,16.0,0.0,103.0,0.0,4735.0,1.0,1.0,0
1,0,1,1,16,43,704,1981,221,1.0,0.0,16.0,0.0,1466.0,2.0,2.0,0
24,0,1,14,630,801,705,1982,222,24.0,0.0,630.0,1.0,762.0,3.0,7.0,1
1,0,1,0,10,37,706,1983,223,1.0,0.0,10.0,0.0,1466.0,2.0,2.0,0
1,0,2,0,4,32,707,1984,223,1.0,0.0,4.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,22,47,708,1985,223,1.0,0.0,22.0,0.0,1466.0,2.0,2.0,0
9,0,7,1,73,133,709,1986,223,9.0,0.0,73.0,0.0,1466.0,2.0,2.0,0
1,0,1,19,81,125,710,1987,223,1.0,0.0,81.0,0.0,34.0,3.0,3.0,0
1,0,1,2,10,36,711,1988,223,1.0,0.0,10.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,10,36,712,1989,223,1.0,0.0,10.0,0.0,1466.0,2.0,2.0,0
2,0,2,1,61,97,713,1990,223,2.0,0.0,61.0,0.0,1466.0,3.0,3.0,0
1,0,1,2,17,64,714,1991,223,1.0,0.0,17.0,0.0,1466.0,2.0,2.0,0
16,0,1,11,138,186,715,1992,223,16.0,0.0,138.0,0.0,511.0,4.0,5.0,1
2,0,4,1,22,68,717,1993,223,2.0,0.0,22.0,0.0,1466.0,2.0,2.0,0
1,0,5,0,9,50,716,1994,223,1.0,0.0,9.0,0.0,1466.0,2.0,2.0,0
4,0,15,3,91,221,718,1995,223,4.0,0.0,91.0,1.0,511.0,3.0,5.0,1
11,0,2,7,135,195,719,1996,223,11.0,0.0,135.0,0.0,511.0,3.0,4.0,1
1,0,6,1,27,88,720,1997,223,1.0,0.0,27.0,0.0,1466.0,2.0,2.0,0
15,0,4,0,70,131,721,1998,223,15.0,0.0,70.0,0.0,1466.0,3.0,3.0,0
1,0,7,4,67,146,722,1999,223,1.0,0.0,67.0,0.0,1466.0,2.0,2.0,1
14,0,10,5,140,226,723,2000,223,14.0,0.0,140.0,1.0,89.0,3.0,4.0,0
1,0,3,4,25,65,724,2001,223,1.0,0.0,25.0,0.0,1466.0,2.0,2.0,0
1,0,1,0,51,80,725,2002,223,1.0,0.0,51.0,0.0,1466.0,3.0,3.0,0
7,0,6,0,64,142,726,2003,223,7.0,0.0,64.0,0.0,1466.0,2.0,3.0,0
6,0,0,0,79,139,730,2004,225,6.0,0.0,79.0,0.0,511.0,1.0,1.0,0
2,0,2,0,11,50,732,2005,225,2.0,0.0,11.0,0.0,1466.0,2.0,2.0,0
8,0,1,2,73,127,731,2006,225,8.0,0.0,73.0,1.0,1466.0,3.0,5.0,0
10,0,8,1,111,171,733,2007,225,10.0,0.0,111.0,1.0,511.0,1.0,2.0,1
4,0,1,6,67,108,734,2008,225,4.0,0.0,67.0,0.0,89.0,1.0,1.0,1
10,0,6,1,87,143,735,2009,225,10.0,0.0,87.0,0.0,511.0,2.0,2.0,0
7,0,8,7,70,140,736,2010,225,7.0,0.0,70.0,0.0,89.0,1.0,1.0,0
1,0,3,0,7,40,737,2011,225,1.0,0.0,7.0,1.0,89.0,2.0,4.0,0
2,0,1,1,14,41,738,2012,225,2.0,0.0,14.0,0.0,89.0,2.0,3.0,0
1,0,1,0,4,28,759,2013,227,1.0,0.0,4.0,0.0,89.0,2.0,3.0,0
2,0,1,2,24,54,760,2014,227,2.0,0.0,24.0,0.0,1466.0,2.0,2.0,0
3,0,1,8,54,93,761,2015,227,3.0,0.0,54.0,0.0,511.0,3.0,3.0,0
1,0,1,2,18,46,762,2016,227,1.0,0.0,18.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,28,59,763,2017,227,1.0,0.0,28.0,0.0,89.0,2.0,3.0,0
1,0,5,3,17,64,764,2018,228,1.0,0.0,17.0,0.0,89.0,3.0,3.0,0
7,0,1,14,117,172,765,2019,228,7.0,0.0,117.0,0.0,89.0,4.0,4.0,0
7,0,1,5,51,86,766,2020,228,7.0,0.0,51.0,1.0,89.0,3.0,3.0,0
14,0,1,2,139,200,767,2021,228,14.0,0.0,139.0,0.0,89.0,3.0,3.0,0
27,0,2,10,249,317,768,2022,228,27.0,0.0,249.0,1.0,89.0,3.0,5.0,1
1,0,1,0,4,28,775,2023,230,1.0,0.0,4.0,0.0,89.0,2.0,3.0,0
2,0,1,8,41,75,776,2024,230,2.0,0.0,41.0,0.0,511.0,3.0,3.0,0
1,0,1,1,13,41,777,2025,230,1.0,0.0,13.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,17,45,778,2026,230,1.0,0.0,17.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,28,60,779,2027,230,1.0,0.0,28.0,0.0,89.0,2.0,3.0,0
1,0,3,12,48,96,780,2028,231,1.0,0.0,48.0,0.0,89.0,2.0,3.0,1
11,0,1,11,96,145,781,2029,231,11.0,0.0,96.0,1.0,89.0,2.0,4.0,1
53,0,1,3,217,271,782,2030,231,53.0,0.0,217.0,0.0,89.0,3.0,6.0,1
3,0,9,0,56,138,783,2031,231,3.0,0.0,56.0,0.0,89.0,2.0,3.0,0
10,0,0,10,129,173,784,2032,231,10.0,0.0,129.0,0.0,89.0,3.0,8.0,0
4,0,5,0,40,99,785,2033,231,4.0,0.0,40.0,0.0,89.0,3.0,4.0,0
34,0,1,2,128,169,786,2034,231,34.0,0.0,128.0,0.0,89.0,3.0,6.0,1
2,0,1,3,73,116,787,2035,231,2.0,0.0,73.0,0.0,89.0,3.0,4.0,1
43,0,1,16,323,404,788,2036,231,43.0,0.0,323.0,0.0,89.0,3.0,6.0,1
9,0,0,0,72,124,789,2037,231,9.0,0.0,72.0,1.0,89.0,2.0,4.0,0
1,0,1,2,29,62,790,2038,232,1.0,0.0,29.0,0.0,89.0,2.0,3.0,0
1,0,1,0,4,28,791,2039,232,1.0,0.0,4.0,0.0,89.0,2.0,3.0,0
4,0,1,7,54,92,792,2040,232,4.0,0.0,54.0,0.0,511.0,3.0,3.0,0
2,0,1,2,22,52,793,2041,232,2.0,0.0,22.0,0.0,1466.0,2.0,2.0,0
7,0,1,2,47,80,794,2042,232,7.0,0.0,47.0,0.0,1466.0,3.0,3.0,0
1,0,1,4,29,61,795,2043,233,1.0,0.0,29.0,0.0,89.0,2.0,3.0,0
1,0,1,0,4,28,796,2044,233,1.0,0.0,4.0,0.0,89.0,2.0,3.0,0
10,0,1,8,85,126,797,2045,233,10.0,0.0,85.0,0.0,511.0,3.0,4.0,1
2,0,1,2,24,54,798,2046,233,2.0,0.0,24.0,0.0,1466.0,2.0,2.0,0
6,0,1,2,36,67,799,2047,233,6.0,0.0,36.0,0.0,1466.0,3.0,3.0,0
6,0,1,0,49,82,800,2048,234,6.0,0.0,49.0,0.0,1466.0,2.0,2.0,0
31,0,1,22,257,321,801,2049,234,31.0,0.0,257.0,0.0,89.0,2.0,5.0,1
1,0,4,2,13,54,802,2050,234,1.0,0.0,13.0,0.0,89.0,2.0,3.0,0
29,0,1,19,252,323,803,2051,234,29.0,0.0,252.0,0.0,89.0,3.0,6.0,0
1,0,1,7,27,59,804,2052,234,1.0,0.0,27.0,0.0,1466.0,2.0,3.0,0
29,0,1,2,119,157,805,2053,234,29.0,0.0,119.0,0.0,1466.0,3.0,4.0,1
1,0,1,5,14,45,806,2054,235,1.0,0.0,14.0,0.0,89.0,2.0,3.0,0
2,0,1,8,43,78,807,2055,235,2.0,0.0,43.0,0.0,1466.0,3.0,4.0,0
33,0,1,2,142,182,808,2056,235,33.0,0.0,142.0,0.0,1466.0,3.0,4.0,1
3,0,1,7,68,110,809,2057,235,3.0,0.0,68.0,0.0,89.0,2.0,3.0,0
1,0,1,3,11,38,810,2058,236,1.0,0.0,11.0,0.0,89.0,2.0,3.0,0
13,0,1,18,136,192,811,2059,236,13.0,0.0,136.0,0.0,1466.0,2.0,2.0,0
50,0,1,2,247,306,812,2060,236,50.0,0.0,247.0,0.0,89.0,4.0,7.0,0
1,0,1,3,58,98,813,2061,236,1.0,0.0,58.0,0.0,89.0,2.0,3.0,0
1,0,1,5,13,44,816,2062,237,1.0,0.0,13.0,0.0,89.0,2.0,3.0,0
7,0,1,10,71,131,817,2063,237,7.0,0.0,71.0,0.0,89.0,2.0,4.0,0
5,0,1,9,69,113,814,2064,237,5.0,0.0,69.0,0.0,89.0,2.0,3.0,0
36,0,1,2,147,188,815,2065,237,36.0,0.0,147.0,0.0,1466.0,3.0,4.0,1
17,0,1,8,170,221,818,2066,238,17.0,0.0,170.0,2.0,89.0,3.0,10.0,1
13,0,1,7,102,144,819,2067,238,13.0,0.0,102.0,1.0,511.0,3.0,9.0,0
33,0,0,0,198,284,820,2068,238,33.0,0.0,198.0,2.0,89.0,3.0,7.0,1
22,0,1,7,153,201,821,2069,238,22.0,0.0,153.0,2.0,89.0,3.0,10.0,0
17,0,1,7,168,218,822,2070,238,17.0,0.0,168.0,2.0,89.0,3.0,11.0,1
13,0,1,7,101,143,823,2071,238,13.0,0.0,101.0,1.0,511.0,3.0,9.0,0
4,0,1,11,102,146,824,2072,238,4.0,0.0,102.0,0.0,89.0,3.0,7.0,1
40,0,2,11,240,315,825,2073,238,40.0,0.0,240.0,2.0,511.0,3.0,11.0,1
10,0,7,4,51,130,826,2074,238,10.0,0.0,51.0,1.0,89.0,3.0,6.0,0
17,0,1,1,90,134,827,2075,238,17.0,0.0,90.0,0.0,511.0,3.0,8.0,0
11,0,10,2,103,183,828,2076,238,11.0,0.0,103.0,0.0,511.0,3.0,6.0,0
71,0,1,2,233,287,829,2077,238,71.0,0.0,233.0,1.0,511.0,3.0,10.0,1
1,0,1,6,56,92,830,2078,238,1.0,0.0,56.0,0.0,511.0,3.0,4.0,1
1,0,1,6,37,69,831,2079,238,1.0,0.0,37.0,0.0,511.0,3.0,5.0,0
1,0,0,2,15,40,840,2080,240,1.0,0.0,15.0,0.0,1466.0,2.0,2.0,0
7,0,3,0,29,68,841,2081,240,7.0,0.0,29.0,0.0,1466.0,2.0,2.0,0
1,0,1,4,24,61,842,2082,241,1.0,0.0,24.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,16,45,843,2083,241,1.0,0.0,16.0,0.0,1466.0,2.0,2.0,0
1,0,1,5,22,54,844,2084,241,1.0,0.0,22.0,1.0,1466.0,2.0,2.0,0
8,0,1,5,61,98,845,2085,241,8.0,0.0,61.0,0.0,1466.0,2.0,3.0,0
16,0,1,1,76,112,846,2086,241,16.0,0.0,76.0,0.0,1466.0,3.0,4.0,1
1,0,1,1,5,30,856,2087,243,1.0,0.0,5.0,0.0,1466.0,2.0,2.0,0
6,0,1,10,82,123,857,2088,243,6.0,0.0,82.0,1.0,511.0,3.0,5.0,0
1,0,1,1,7,33,858,2089,243,1.0,0.0,7.0,0.0,1466.0,2.0,2.0,0
1,0,1,1,15,42,859,2090,243,1.0,0.0,15.0,1.0,1466.0,2.0,3.0,0
7,0,1,9,84,123,860,2091,243,7.0,0.0,84.0,0.0,1466.0,2.0,2.0,1
